Country;Year;Code;Crisis;Advanced Market;Emerging Market;LIDC;Small Developing State;Years since last crisis;Current account balance (percent of GDP);General government gross debt (Percent of GDP);General government net debt (Percent of GDP);"LOG – Gross domestic product per capita, current prices Purchasing power parity; (international dollars)";"LOG – Gross domestic product, current prices Purchasing power parity; (international dollars)";Inflation, average consumer prices (Index);Inflation, average consumer prices (Percent change);Unemployment rate (Percent of total labor force);Age dependency ratio (% of working-age population);Agriculture, forestry, and fishing, value added (% of GDP);GDP growth (annual %);GDP per capita growth (annual %);Gross domestic savings (% of GDP);Inflation, consumer prices (annual %);Population density (people per sq. km of land area);Real interest rate (%);Short-term debt (% of total external debt);Short-term debt (% of total reserves);Trade (% of GDP);Urban population (% of total population)
Algeria;1980;DZA;0;0;1;0;0;110;0,571;;;3,6819626524415;1,95301510107609;8,975;9,668;15,789;98,206562420375;;0,7906069719;-2,288056635;43,07692322;9,517824498;7,867936047;;12,0072;32,91431018;64,67692316;43,542
Algeria;1981;DZA;0;0;1;0;0;111;-0,472;;;3,72076936867503;2,00510755176884;10,286;14,61;15,385;97,0951938628762;;2,999996088;-0,2573379893;40,70010694;14,65484264;8,124882229;;12,5583;39,00524849;65,46499364;44,42
Algeria;1982;DZA;0;0;1;0;0;112;-0,973;;;3,76002344289663;2,05808802400368;10,964;6,593;15;95,9812090199135;;6,400004115;2,948729067;39,21001889;6,54250963;8,397262506;;15,5957;55,321132;59,92293127;45,303
Algeria;1983;DZA;0;0;1;0;0;113;-0,179;;;3,78551988625122;2,09761126643053;11,823;7,835;14,286;94,8332814741608;;5,400003025;1,924323822;39,70902521;5,96716393;8,68361408;;11,9566;48,80016577;53,74411736;46,189
Algeria;1984;DZA;0;0;1;0;0;114;0,144;;;3,81085192052701;2,13667618443063;12,569;6,31;16,536;93,6161291560417;;5,599996529;2,088381385;33,40807155;8,116397955;8,982311251;;11,0696;55,22180375;53,17638369;47,079
Algeria;1985;DZA;0;0;1;0;0;115;1,66;;;3,82750561494722;2,17385904921227;13,88;10,432;16,901;92,3208787519154;;3,699997255;0,235780268;31,41092161;10,48228704;9,29274606;;10,1967;40,09014448;50,32612063;47,968
Algeria;1986;DZA;0;0;1;0;0;116;-3,623;;;3,82371152647846;2,1816463963469;15,824;14,007;18,356;90,9107504216379;;0,4000010028;-2,889171318;23,23873647;12,37160917;9,607494101;;13,9166;82,03191901;36,02671057;48,86
Algeria;1987;DZA;0;0;1;0;0;117;0,223;;;3,81999116011374;2,18920668042392;16,751;5,857;20,056;89,5538102756595;;-0,6999975262;-3,662009693;23,41674477;7,441260913;9,902886545;;5,3802;30,28712828;32,68458447;49,722
Algeria;1988;DZA;1;0;1;0;0;118;-3,678;;;3,8139097537743;2,19592731359722;17,746;5,938;21,801;88,2171479102462;;-1,000005491;-3,682624437;20,54364126;5,911544964;10,17870045;;6,2085;50,79105365;38,11158728;50,511
Algeria;1989;DZA;1;0;1;0;0;119;-1,965;;;3,84029621357102;2,23299357065092;19,373;9,172;18,1;86,7192566730951;;4,400002161;1,688278984;20,19844108;9,304361258;10,45013603;;6,7515;59,62013009;47,15331971;51,298
Algeria;1993;DZA;0;0;1;0;0;1;1,589;83,343;74,07;3,84958032479579;2,27923562880099;42,297;20,5;23,152;80,1646279559944;;-2,100000758;-4,268935462;27,73584698;20,54032612;11,4850181;;2,6712;19,19949831;44,92281337;54,439
Algeria;1994;DZA;0;0;1;0;0;2;-4,334;115,419;98,432;3,84521900520056;2,28448938783956;54,563;29;24,362;78,2972359755062;;-0,8999965525;-2,966914207;26,55715556;29,04765612;11,72966235;;2,105;13,22460088;48,58443779;55,219
Algeria;1995;DZA;0;0;1;0;0;3;-5,318;104,041;116,261;3,86180971526783;2,30989832533036;70,823;29,8;28,105;76,0412593214696;;3,79999479;1,828036977;28,10710135;29,77962649;11,95681393;-7,902165939;0,789;6,261741635;55,19100521;55,997
Algeria;1996;DZA;0;0;1;0;0;4;2,658;98,409;98,204;3,87812580960716;2,3339749591444;84,067;18,7;27,986;73,2732521613996;;4,09999847;2,280472012;31,49416367;18,67907586;12,1695206;-4,04920736;0,9742;5,206719682;53,70514788;56,774
Algeria;1997;DZA;0;0;1;0;0;5;7,161;86,346;69,895;3,88307971560281;2,34615143070315;88,859;5,7;27,961;70,2884958849397;;1,099999939;-0,5854453186;32,01567829;5,733522754;12,37583909;8,136645383;0,5248;1,677481124;52,24391151;57,544
Algeria;1998;DZA;0;0;1;0;0;6;-1,888;86,704;72,905;3,90268970879402;2,37261562469574;93,258;4,95;28,021;67,2963508417546;;5,100003609;3,524321957;27,21074071;4,950161638;12,56420432;15,1040086;0,6061;2,200709921;45,09445056;58,313
Algeria;1999;DZA;0;0;1;0;0;7;0,041;75,619;82,066;3,91575693910188;2,39237155009082;95,682;2,6;29,293;64,3269285753274;11,1069798696683;3,200001554;1,766866719;31,61879848;2,645511134;12,74114009;-0,09592262736;0,6927;3,178872144;50,92910934;59,118
Algeria;2000;DZA;0;0;1;0;0;8;16,699;57,96;62,849;3,93391276893693;2,41829797608204;95,969;0,3;29,496;61,5008804071121;8,39504849504573;3,800000002;2,354580271;44,84500598;0,3391631891;12,92106653;-10,334378;0,8724;1,638700574;62,85834364;59,919
Algeria;2001;DZA;0;0;1;0;0;9;12,896;54,267;48,404;3,95009406623838;2,44081151220052;100;4,2;27,306;58,8863690238396;9,74941999421355;2,999999999;1,592496614;41,51350342;4,225988349;13,10008019;10,02084082;0,8733;1,01229751;58,70616423;60,712
Algeria;2002;DZA;0;0;1;0;0;10;7,68;51,276;45,184;3,97406842174983;2,47119192924312;101,433;1,433;25,664;56,508871874197;9,22498210721608;5,599999996;4,1851601;40,52826662;1,418301923;13,27797996;7,16825386;0,4668;0,4275956192;61,13417145;61,501
Algeria;2003;DZA;0;0;1;0;0;11;12,979;41,389;30,566;4,00628800920699;2,50987428500472;105,755;4,261;23,716;54,4118347642829;9,81055803710398;7,200000001;5,758041706;44,71354664;4,268953958;13,45901862;-0,1899125288;0,6122;0,4104556269;62,12477303;62,284
Algeria;2004;DZA;0;0;1;0;0;12;13,027;35,211;23,474;4,02957409496172;2,53966312909158;109,952;3,968;17,656;52,6198018723634;9,44047738886738;4,3;2,842493639;47,66857095;3,961800303;13,64976278;-3,784161739;1,9219;0,9428765383;65,70142185;63,061
Algeria;2005;DZA;0;0;1;0;0;13;20,526;26,311;1,944;4,06136764766161;2,57796949074457;111,472;1,382;15,265;51,1824934002395;7,69131487186431;5,899999997;4,465245063;54,78819844;1,382446567;13,83723244;-6,997051368;3,0207;0,8721253392;71,27860096;63,83
Algeria;2006;DZA;0;0;1;0;0;14;24,738;23,636;-10,841;4,0753133284197;2,59842169216751;114,048;2,311;12,512;50,0202000695292;7,54307759118363;1,700000006;0,2448737431;57,06182316;2,311499185;14,0380898;-2,303736049;9,1675;0,6638876414;70,73001244;64,593
Algeria;2007;DZA;0;0;1;0;0;15;22,671;13,506;-20,874;4,09474845746771;2,62440999271581;118,244;3,679;13,793;49,0744758975078;7,57062579400626;3,399999997;1,730369328;56,6676799;3,678995747;14,26848732;1,508207772;12,229;0,6520615814;71,93812904;65,348
Algeria;2008;DZA;0;0;1;0;0;16;20,146;8,056;-35,491;4,10382663195027;2,64278987188422;123,985;4,855;11,343;48,4074367556627;6,58667599204035;2,399999999;0,6648815751;56,61060727;4,858590628;14,51442727;-6,339904754;20,8914;0,8803186488;76,68451817;66,097
Algeria;2009;DZA;0;0;1;0;0;17;0,299;9,775;-39,64;4,10521510492262;2,65259634381056;131,103;5,741;10,167;48,0225265184668;9,34336541090136;1,599999999;-0,2083516628;46,29543164;5,737060361;14,77744716;21,56907236;20,1294;0,9621827435;71,32433055;66,826
Algeria;2010;DZA;0;0;1;0;0;18;7,541;10,492;-33,704;4,11717514348605;2,6732126551372;136,23;3,911;9,961;47,933328654764;8,46644357650095;3,600000001;1,6921701;48,45272727;3,911061955;15,05468439;-6,992750803;24,5171;1,043182085;69,86666126;67,54
Algeria;2011;DZA;0;0;1;0;0;19;9,9;9,254;-31,086;4,12969150308089;2,69455869622673;142,36;4,5;9,971;48,1468038782324;8,1105898797768;2,899999998;0,9649775739;48,15513994;4,524211505;15,34321169;-8,65109043;18,8582;0,5965570887;67,47430173;68,236
Algeria;2012;DZA;0;0;1;0;0;20;5,879;9,326;-29,034;4,12267156638503;2,69664465758631;155,053;8,916;10,969;48,6666348803114;8,77068635508419;3,400000003;1,410226665;47,53439413;8,891450911;15,64426134;0,5040683643;21,8467;0,6007371242;65,4049792;68,915
Algeria;2013;DZA;0;0;1;0;0;21;0,398;7,094;-30,019;4,11405391628833;2,69721887770636;160,1;3,255;9,829;49,5347087755241;9,85111712761217;2,8;0,7979678124;46,20654569;3,25423911;15,95498501;8,100862838;25,3164;0,6592644886;63,61082367;69,576
Algeria;2014;DZA;0;0;1;0;0;22;-4,413;7,658;-21,803;4,11193427633268;2,70426637046684;164,77;2,917;10,6;50,679694261496;10,2863970707309;3,799999998;1,76594123;44,10662202;2,916926921;16,27388716;8,325605574;35,77;1,059792726;62,41431601;70,221
Algeria;2015;DZA;0;0;1;0;0;23;-16,442;8,733;-7,631;4,07718579050727;2,67884420526426;172,653;4,784;11,214;51,9617741709185;11,5787073364509;3,700000001;1,646657261;37,42917685;4,784447007;16,60262556;15,45325878;39,0264;1,210582776;59,6951286;70,848
Angola;1980;AGO;0;0;1;0;0;181;1,051;;;3,11943405866835;1,03702787975577;;46,708;;93,4548755695043;;;;;;6,681677228;;;;;24,298
Angola;1981;AGO;0;0;1;0;0;182;-2,947;;;3,12756801475904;1,05675244056744;;1,391;;92,855518177642;;-4,400001219;-7,738347877;;;6,923443491;;;;;25,437
Angola;1982;AGO;0;0;1;0;0;183;-7,958;;;3,14226742098349;1,08278537031645;;1,833;;92,4298525926936;;0;-3,528441229;;;7,176668004;;;;;26,612
Angola;1983;AGO;0;0;1;0;0;184;-5,549;;;3,16559150416477;1,11733759509592;;1,833;;92,1473124831967;;4,200001429;0,4982965595;;;7,441009866;;;;;27,821
Angola;1984;AGO;0;0;1;0;0;185;-2,488;;;3,19496366659201;1,15803061259034;;1,833;;92,068741091982;;6,000002165;2,24177897;;;7,714527954;;;;;29,065
Angola;1985;AGO;0;0;1;0;0;186;2,306;;;3,17155679708548;1,18650429849314;;1,833;;92,2404664693352;;3,49999949;-0,1634750638;;;7,997610492;;;;;30,338
Angola;1986;AGO;0;0;1;0;0;187;-3,827;;;3,18039543271626;1,20758051476543;;1,833;;92,6627753384464;;2,900001742;-0,7046145255;;;8,28793936;;;;;31,643
Angola;1987;AGO;0;0;1;0;0;188;4,939;;;3,19742667708185;1,23555369585276;;1,833;;93,2454270702982;;4,082748635;0,564519377;;;8,577891233;;;;;32,978
Angola;1988;AGO;0;0;1;0;0;189;-4,777;;;3,22670298958522;1,27643882502131;;1,833;;93,8309753165758;;6,128890478;2,614974829;;;8,871629903;;;;;34,343
Angola;1989;AGO;0;0;1;0;0;190;-1,156;;;3,23183899138199;1,2933404526487;;1,833;;94,3729786618738;;0,04162146184;-3,274912568;;;9,175822572;;8,4048;;;35,731
Angola;1990;AGO;1;0;1;0;0;191;-1,873;;;3,22110634044319;1,29404716134372;;1,833;;94,8630941496451;;-3,450098685;-6,626409313;;;9,487958611;;11,5042;;;37,144
Angola;1991;AGO;1;0;1;0;0;192;-4,756;;;3,27064856255197;1,35803007657696;;85,265;;95,3621055994888;;0,991359302;-2,312501779;;83,78378378;9,808848159;;14,418;;;38,58
Angola;1999;AGO;0;0;1;0;0;1;-22,728;;;3,50606374909502;1,70665805207283;0,637;248,248;;95,9098748705106;6,29025682837342;2,181489718;-1,062724886;;248,1959024;12,73021015;-72,57850016;14,8548;322,6474207;;48,897
Angola;2000;AGO;0;0;1;0;0;2;7,125;133,914;;3,5147721465679;1,72945638210457;2,707;325,029;;95,5754123244731;5,66468956353548;3,054624234;-0,2349456327;;324,9968716;13,14996551;-60,78132704;13,5496;110,4074517;;50,087
Angola;2001;AGO;0;0;1;0;0;3;-13,092;113,505;;3,52807299019884;1,75702383386835;6,838;152,586;;95,218156582781;8,15637702246655;4,205998556;0,838227322;;152,5610225;13,58914494;-5,032933217;16,5331;198,2746007;;51,274
Angola;2002;AGO;0;0;1;0;0;4;-0,982;73,736;;3,57593451261917;1,81937281612932;14,284;108,893;;94,870017412003;5,8395499748266;13,66568876;9,937307249;39,36157262;108,8974361;14,05000321;-33,5534011;13,2418;321,5386502;105,3017426;52,461
Angola;2003;AGO;0;0;1;0;0;5;-4,04;57,968;;3,58239293782646;1,84065802559233;28,313;98,219;;94,5219865597324;6,19838450193387;2,99;-0,466060748;35,19255948;98,22414366;14,53785353;1,128485451;11,7881;169,4176106;103,9012296;53,645
Angola;2004;AGO;0;0;1;0;0;6;2,892;47,717;;3,62380834307267;1,8972971220595;40,637;43,525;;94,2035019095362;6,25087790478717;10,95000001;7,127076561;44,07444509;43,54210675;15,05664955;36,63763102;12,2059;86,71602128;103,5799471;54,827
Angola;2005;AGO;0;0;1;0;0;7;13,897;33,464;;3,68257464384406;1,97151705645433;49,968;22,961;;93,9476654289527;5,06040294790886;15,02999999;11,00956557;52,0181532;22,95351385;15,60195636;17,80088858;18,9244;72,44785633;106,5909621;56
Angola;2006;AGO;0;0;1;0;0;8;20,408;18,729;;3,72763396168578;2,03217537696136;56,616;13,305;;93,7598964888649;5,19128018876127;11,55;7,614219203;55,6113386;13,30521018;16,17256758;2,045114379;21,5289;26,16841868;94,62515933;56,764
Angola;2007;AGO;0;0;1;0;0;9;16,212;21,043;;3,78035116130301;2,10069786599052;63,551;12,249;;93,6282113622307;5,24227833734658;14,01000001;9,935108707;53,48207821;12,25149745;16,77202535;12,83731632;19,008;20,27280723;108,0600679;57,524
Angola;2008;AGO;0;0;1;0;0;10;8,126;31,378;;3,81863029876056;2,15491976569449;71,472;12,465;;93,5764264907842;4,80533933843347;11,16999999;7,163046012;54,38940246;12,47582913;17,39915136;-5,723724308;15,3285;13,37837786;121,3647085;58,282
Angola;2009;AGO;0;0;1;0;0;11;-10,769;56,302;;3,80907667223786;2,16140693723629;81,278;13,721;;93,5813454648819;6,62119676383424;0,8600000022;-2,797289984;37,88932755;13,73028393;18,05380124;38,97771355;12,7855;18,97354133;122,4461441;59,034
Angola;2010;AGO;0;0;1;0;0;12;8,957;37,163;;3,8186527180436;2,18720193323804;93,047;14,48;;93,5865714749235;6,18029349810839;4,398375938;0,5712209411;47,15990117;14,46965649;18,74082377;-7,353793454;17,0463;23,2113008;104,1236353;59,783
Angola;2011;AGO;0;0;1;0;0;13;11,705;29,558;;3,82608193285021;2,21095758348487;105,594;13,484;;93,564316856464;5,84568087986773;3,472053148;-0,3450624353;47,78174187;13,48246792;19,45865966;-9,876356841;17,479;22,41760567;99,98250633;60,528
Angola;2012;AGO;0;0;1;0;0;14;10,818;26,691;;3,86860447441165;2,26980237740551;116,454;10,285;;93,5445035012492;6,06962999112471;8,542107076;4,53805378;46,7477413;10,27790492;20,20397209;8,764706246;24,0455;27,90647275;91,80009734;61,268
Angola;2013;AGO;0;0;1;0;0;15;6,107;33,149;;3,88331613315268;2,30073892084015;126,681;8,782;;93,5357206512902;6,50749231982044;4,954613031;1,106331035;40,8252093;8,777814293;20,97297024;12,61080218;26,1625;36,0037509;86,81193276;62,002
Angola;2014;AGO;0;0;1;0;0;16;-2,572;39,81;;3,90971912646557;2,34314261779356;135,927;7,298;;93,50197258566;7,5470567791822;4,82255927;1,030729118;37,55759534;7,280387304;21,76011631;12,38052977;16,6796;28,33641501;79,33292278;62,731
Angola;2015;AGO;0;0;1;0;0;17;-8,841;57,093;;3,86177867013931;2,31091411989885;148,377;9,159;;93,4474130485586;9,12253437222206;0,9435715613;-2,64297533;30,82317064;9,353839725;22,56173979;21,14418153;12,4058;25,43249531;62,88851609;63,446
Argentina;1983;ARG;0;0;1;0;0;1;-2,095;;;3,82769745497213;2,29515790079725;;;5;63,7379429367283;8,65832496118367;4,349093279;2,735130038;24,20312357;;10,7345505;;19,3315;313,8233822;14,98767011;84,194
Argentina;1984;ARG;0;0;1;0;0;2;-1,911;;;3,84435848964971;2,31915812986699;;;5;64,0687020503558;8,3459768371011;1,570738702;0,02137978757;22,79750164;;10,90083166;;21,8468;413,7508202;12,34638143;84,621
Argentina;1985;ARG;0;0;1;0;0;3;-0,966;;;3,81922862859947;2,30138814089695;;;6,25;64,3070720568504;7,63430725730443;-5,189024353;-6,613093277;23,05183789;;11,06705984;;13,1583;143,1408852;18,00942507;85,038
Argentina;1986;ARG;0;0;1;0;0;4;-2,411;;;3,85231527207937;2,34001952827714;;;6,3;64,4544916009722;7,80040264019792;6,153377063;4,561114003;19,2996865;;11,23558971;;8,3697;99,60398749;14,48603279;85,445
Argentina;1987;ARG;1;0;1;0;0;5;-3,484;;;3,86885536378178;2,36147662787392;;;6;64,5169416630526;8,09435846444628;2,704868828;1,164689931;19,85230775;;11,40664562;;6,0164;94,61768402;15,44896988;85,843
Argentina;1988;ARG;1;0;1;0;0;6;-1,104;;;3,87004789545858;2,36794452222044;;;6,5;64,4918214727521;8,97786821775225;-1,089933341;-2,570391833;21,95980623;;11,57997143;;9,6888;110,8664316;15,74345861;86,233
Argentina;1991;ARG;0;0;1;0;0;1;-0,202;;;3,90288962244954;2,42100800835329;;;6,48;64,0373708207606;6,71649176009431;9,133110567;7,589999664;16,23401502;;12,0970088;;20,6263;181,517238;13,75305416;87,328
Argentina;1992;ARG;0;0;1;0;0;2;-2,529;24,961;;3,94936072737828;2,47336724886689;;;7,112;63,8194046946686;5,99078709147934;7,937291556;6,450073131;15,16780375;;12,26601661;;23,5786;141,3142991;14,73098059;87,542
Argentina;1993;ARG;1;0;1;0;0;3;-3,042;26,893;;3,97944957740589;2,50987294251584;;;11,606;63,5588524841452;5,13682648211779;8,206979072;6,747497372;17,28365896;;12,43372103;;13,3774;55,82605619;16,22315145;87,752
Argentina;1994;ARG;1;0;1;0;0;4;-3,815;28,426;;4,00769359446446;2,54365961554566;;;13,348;63,2802602697772;5,08266800031075;5,836200704;4,420120785;16,89119065;;12,60233932;;9,5492;44,80903492;18,13434587;87,96
Argentina;1997;ARG;0;0;1;0;0;1;-3,753;31,676;;4,06116888872958;2,61267156119046;26,468;;16,808;62,2400368111599;5,22197210944516;8,111046771;6,823321092;18,61161477;;13,08733214;;24,9416;142,6469482;23,33617884;88,564
Argentina;1998;ARG;0;0;1;0;0;2;-4,38;34,147;;4,07757319264245;2,63394087253774;26,713;0,925;14,789;61,8400985730562;5,25272256987623;3,850178852;2,654347597;18,45186881;;13,23978785;;21,8763;124,5428326;23,35002797;88,759
Argentina;1999;ARG;1;0;1;0;0;3;-3,815;38,917;;4,06397550468358;2,62506023995005;26,401;-1,167;16,061;61,4607949663286;4,45782610229152;-3,385457041;-4,492112129;16,13452348;;13,39319799;;19,363;111,6319829;21,38274496;88,952
Argentina;2000;ARG;1;0;1;0;0;4;-2,878;40,833;;4,06569172809327;2,63134939103291;26,153;-0,939;17,134;61,0879724896863;4,67991094417297;-0,7889989391;-1,906987498;16,88379689;;13,54584334;;18,8756;112,6160436;22,62244478;89,142
Argentina;2004;ARG;0;0;1;0;0;1;1,798;117,878;;4,09001808392671;2,67237774906139;38,577;4,416;13,625;59,3017988892854;8,36248661002826;9,029573301;7,928157051;24,55386308;;14,12976844;;15,8028;135,0420975;40,69264611;89,86
Argentina;2005;ARG;0;0;1;0;0;2;2,473;80,282;;4,1361238742815;2,72262240699715;42,297;9,642;11,575;58,8384581557095;7,93875427420938;8,85165992;7,732496999;24,82874662;;14,27655343;;26,7917;124,7805947;40,55127097;90,031
Argentina;2006;ARG;0;0;1;0;0;3;2,791;70,793;;4,17869701038269;2,76943419424915;46,907;10,898;10,175;58,3750284439848;6,93557229126392;8,0471515;6,934981738;24,30039657;;14,42503572;;23,7556;88,22126441;40,43347987;90,2
Argentina;2007;ARG;0;0;1;0;0;4;2,101;62,133;;4,22345700067976;2,81847201207139;51,049;8,83;8,475;57,9051365634472;7,45235394606923;9,007650875;7,916210572;24,4794432;;14,57092729;;15,8923;41,60562969;40,94517062;90,366
Argentina;2008;ARG;0;0;1;0;0;5;1,491;53,814;;4,24470452345108;2,84399352870628;55,431;8,585;7,875;57,433559542917;7,3189545972436;4,057233103;3,029785407;23,29190326;;14,71623348;;14,982;41,90868098;40,40267338;90,53
Argentina;2009;ARG;0;0;1;0;0;6;2,167;55,397;;4,21675529782804;2,82027241254568;58,907;6,27;8,675;56,9963714860468;5,2736234689014;-5,918525076;-6,867955225;21,11795557;;14,86625741;;14,4252;40,17294915;34,05712691;90,691
Argentina;2010;ARG;0;0;1;0;0;7;-0,382;43,454;;4,25681176079653;2,86734902775506;65,069;10,461;7,75;56,6256126111939;7,13216745078964;10,12539816;9,844296398;20,60216735;;14,90430155;-8,56602872;12,9601;31,43800412;34,97101326;90,849
Argentina;2011;ARG;0;0;1;0;0;8;-1,012;38,935;;4,28605724737999;2,90160215421711;71,43;9,775;7,15;56,3546668780625;6,99873377022519;6,003951693;4,788683139;20,0907222;;15,0771516;-7,773405236;18,0184;55,64713315;35,206155;90,99
Argentina;2012;ARG;0;0;1;0;0;9;-0,369;40,436;;4,29317133464244;2,91365387544282;78,603;10,043;7,2;56,1922783212828;5,7817442068501;-1,026420454;-2,14528445;18,45116308;;15,2495427;-6,748195554;18,0528;58,42202788;30,52654237;91,121
Argentina;2013;ARG;1;0;1;0;0;10;-2,147;43,496;;4,30388001851932;2,92922268246418;86,95;10,619;7,075;56,0868723571096;6,05291843670451;2,405323781;1,265685175;17,20619668;;15,42116023;-5,485839182;24,4244;120,1666979;29,333929;91,249
Argentina;2014;ARG;1;0;1;0;0;11;-1,629;44,697;;4,29410828176773;2,92422603002095;;;7,25;55,9732762411572;6,71270351428559;-2,512615321;-3,57858051;17,66704454;;15,59164538;-11,60069877;22,0367;107,8964103;28,40679365;91,377
Australia;1980;AUS;0;1;0;0;0;48;-2,367;;;4,02118516291232;2,19149852155878;26,35;10,136;6,133;53,5374647298568;;3,035697656;1,787375155;26,87501857;10,13584117;1,912448095;-0,03415546952;;;32,29875494;85,552
Australia;1981;AUS;0;1;0;0;0;49;-4,056;;;4,07109625443491;2,2483190920368;28,85;9,488;5,783;53,1390602291022;;3,339865845;1,738447832;26,18372517;9,487666034;1,942551059;2,107507977;;;31,60385408;85,7
Australia;1982;AUS;0;1;0;0;0;50;-4,105;;;4,09025558333748;2,27463115704854;32,125;11,352;7,183;52,7167120900306;;3,325214167;1,549259279;26,19173533;11,35181976;1,976523567;1,416795281;;;30,32520741;85,67
Australia;1983;AUS;0;1;0;0;0;51;-3,146;;;4,09938329963943;2,28925217689262;35,35;10,039;9,967;52,2267661293816;;-2,224470017;-3,553415511;22,28422698;10,03891051;2,003758249;2,050010236;;;29,17555382;85,641
Australia;1984;AUS;0;1;0;0;0;52;-4,146;;;4,13610101806393;2,33137262664163;36,75;3,96;8,967;51,681358167859;;4,591710854;3,34354998;24,87200846;3,96039604;2,027959205;3,37215132;;;28,54094325;85,611
Australia;1985;AUS;0;1;0;0;0;53;-4,861;;;4,1665514743476;2,36796313582496;39,225;6,735;8,258;51,1102960853368;;5,278528457;3,885415916;25,84173762;6,734693878;2,055154316;7,390258659;;;32,48943714;85,582
Australia;1986;AUS;0;1;0;0;0;54;-5,048;;;4,17925497931295;2,38712632189356;42,775;9,05;8,117;50,5363338822555;;3,965732091;2,472690106;24,68844277;9,050350542;2,085098213;7,932094096;;;33,00954126;85,552
Australia;1987;AUS;1;1;0;0;0;55;-3,389;;;4,20377974254712;2,41848193351139;46,425;8,533;8,108;50,0390137645063;;2,562551359;1,01423834;24,28366387;8,533021625;2,117057912;7,527278694;;;32,51162027;85,522
Australia;1988;AUS;1;1;0;0;0;56;-3,832;;;4,22924143847549;2,45162220126051;49,8;7,27;7,21;49,7033310019013;;5,753907786;4,037694717;26,61813095;7,215939688;2,151981047;6,441089721;;;32,56596379;85,493
Australia;1993;AUS;0;1;0;0;0;1;-3,026;30,665;22,052;4,31995548710744;2,56839652600387;60,975;1,752;10,882;50,0284916863658;3,25266027495323;4,045157049;3,12373821;22,898062;1,753653445;2,2955115;8,473781143;;;35,40017244;85,157
Australia;1994;AUS;0;1;0;0;0;2;-4,52;31,709;23,232;4,34544979895735;2,59814350607047;62,15;1,927;9,714;50,1467233417319;3,33811247484521;3,979706175;2,983092289;24,01400739;1,969634797;2,317726202;7,986057969;;;36,45927764;85,028
Australia;1995;AUS;0;1;0;0;0;3;-4,984;31,156;23,085;4,36165588823323;2,61980474003127;65,025;4,626;8,473;50,1703804852791;3,00960378827297;3,883164804;2,73260145;24,03125164;4,6277666;2,343683793;8,022844372;;;37,70404521;84,898
Australia;1996;AUS;0;1;0;0;0;4;-3,461;29,344;21,32;4,38165377725459;2,64481855397477;66,75;2,653;8,515;50,1130083295046;3,37883694507618;3,86393434;2,610797814;24,33583064;2,615384615;2,37230608;6,832512794;;;38,23305335;84,767
Australia;1997;AUS;0;1;0;0;0;5;-2,917;25,906;18,178;4,40446714736445;2,6718732603824;66,9;0,225;8,364;49,9982657782023;3,2294108664996;3,913189432;2,794868491;25,13001536;0,2248875562;2,398114757;5,819743006;;;37,98083228;84,636
Australia;1998;AUS;0;1;0;0;0;6;-4,905;23,705;14,632;4,42450056384434;2,69647259283568;67,475;0,859;7,684;49,855351883663;3,02881678093816;4,66325163;3,625218476;24,76647885;0,8601346298;2,42213712;5,485434279;;;39,99270246;84,503
Australia;1999;AUS;0;1;0;0;0;7;-5,475;22,557;11,033;4,44416241443013;2,72106582529619;68,425;1,408;6,869;49,6762576305018;3,04756942266652;5,027647469;3,88493233;23,7055871;1,483129403;2,448780183;6,06244473;;;39,02979542;84,37
Australia;2000;AUS;0;1;0;0;0;8;-4,091;19,511;7,127;4,46205491954034;2,74402058333489;71,475;4,457;6,278;49,4896723471867;3,11042835542061;3,921517829;2,738944295;24,0957092;4,457435148;2,476966794;5,037423965;;;40,93521098;84,235
Australia;2001;AUS;0;1;0;0;0;9;-2,234;17,121;4,687;4,47757861542819;2,76507742275016;74,625;4,407;6,771;49,3085069134591;3,49688013321987;2,025127315;0,7235311567;23,47901193;4,407135362;2,508975307;2,113096865;;;44,2187045;84,1
Australia;2002;AUS;0;1;0;0;0;10;-3,785;15,019;2,759;4,49713720229624;2,78951372976584;76,9;3,049;6,367;49,0860462317005;3,94502714007345;3,979633756;2,80352716;24,41165662;2,981574539;2,53767882;3,424915009;;;41,4490922;84,222
Australia;2003;AUS;0;1;0;0;0;11;-5,314;13,189;0,753;4,513659529555;2,81091971899257;79;2,731;5,931;48,8602688276869;2,88740742216489;3,090687182;1,911738676;23,84996787;2,732595966;2,567035523;3,521734659;;;40,20156691;84,343
Australia;2004;AUS;0;1;0;0;0;12;-6,273;11,91;-1,227;4,53789562486476;2,83992342643032;80,85;2,342;5,393;48,6681030235917;3,06160592253807;4,224321727;3,115893443;24,37908595;2,343255225;2,594629473;3,698201606;;;37,00961359;84,463
Australia;2005;AUS;0;1;0;0;0;13;-5,987;10,867;-3,805;4,55842066505171;2,86616382826214;83;2,659;5,033;48,4944079945762;2,88586426810108;3,154139257;1,906065238;24,74493269;2,691831683;2,626406675;3,306339873;;;39,16074697;84,582
Australia;2006;AUS;0;1;0;0;0;14;-5,902;9,946;-6,31;4,57613094865776;2,89057861059602;85,95;3,554;4,774;48,3523152458934;2,73103337885222;2,755298243;1,377980034;25,65254581;3,555287737;2,662088958;2,375590567;;;41,55944717;84,7
